# Hand-labeled topics for documents that carry no filename marker and
# only 'Other' labels (the former _unresolved.tsv set). One per line:
#   split/lang/filename <TAB> cc|ua-rw
dev/BG/A9_BG_2820.txt	ua-rw
dev/BG/A9_BG_2961.txt	ua-rw
dev/BG/BG_1091.txt	cc
dev/BG/BG_1378.txt	cc
dev/BG/BG_1856.txt	cc
dev/BG/BG_877.txt	cc
dev/HI/HI_12.txt	ua-rw
dev/HI/HI_31.txt	ua-rw
dev/PT/PT_245.txt	ua-rw
train/BG/A9_BG_2973.txt	ua-rw
train/BG/A9_BG_3440.txt	ua-rw
train/BG/A9_BG_3779.txt	ua-rw
train/BG/A9_BG_4185.txt	ua-rw
train/BG/A9_BG_4374.txt	ua-rw
train/BG/A9_BG_4379.txt	ua-rw
train/BG/A9_BG_5402.txt	ua-rw
train/BG/A9_BG_5871.txt	ua-rw
train/BG/A9_BG_7303.txt	ua-rw
train/BG/BG_4819.txt	ua-rw
train/BG/BG_5406.txt	ua-rw
train/BG/BG_630.txt	ua-rw
train/BG/BG_839.txt	ua-rw
train/HI/HI_100.txt	ua-rw
train/HI/HI_101.txt	ua-rw
train/HI/HI_105.txt	ua-rw
train/HI/HI_119.txt	ua-rw
train/HI/HI_131.txt	cc
train/HI/HI_132.txt	cc
train/HI/HI_135.txt	cc
train/HI/HI_14.txt	ua-rw
train/HI/HI_147.txt	cc
train/HI/HI_148.txt	cc
train/HI/HI_153.txt	ua-rw
train/HI/HI_16.txt	ua-rw
train/HI/HI_163.txt	ua-rw
train/HI/HI_165.txt	ua-rw
train/HI/HI_166.txt	ua-rw
train/HI/HI_167.txt	ua-rw
train/HI/HI_170.txt	ua-rw
train/HI/HI_178.txt	ua-rw
train/HI/HI_181.txt	ua-rw
train/HI/HI_184.txt	ua-rw
train/HI/HI_186.txt	ua-rw
train/HI/HI_192.txt	ua-rw
train/HI/HI_193.txt	ua-rw
train/HI/HI_194.txt	ua-rw
train/HI/HI_195.txt	ua-rw
train/HI/HI_203.txt	ua-rw
train/HI/HI_207.txt	ua-rw
train/HI/HI_209.txt	cc
train/HI/HI_219.txt	ua-rw
train/HI/HI_220.txt	ua-rw
train/HI/HI_226.txt	ua-rw
train/HI/HI_241.txt	ua-rw
train/HI/HI_245.txt	ua-rw
train/HI/HI_252.txt	ua-rw
train/HI/HI_259.txt	ua-rw
train/HI/HI_261.txt	ua-rw
train/HI/HI_265.txt	ua-rw
train/HI/HI_267.txt	ua-rw
train/HI/HI_27.txt	ua-rw
train/HI/HI_270.txt	ua-rw
train/HI/HI_271.txt	ua-rw
train/HI/HI_272.txt	ua-rw
train/HI/HI_274.txt	ua-rw
train/HI/HI_276.txt	ua-rw
train/HI/HI_277.txt	ua-rw
train/HI/HI_282.txt	ua-rw
train/HI/HI_283.txt	ua-rw
train/HI/HI_287.txt	cc
train/HI/HI_291.txt	cc
train/HI/HI_296.txt	cc
train/HI/HI_3.txt	ua-rw
train/HI/HI_309.txt	ua-rw
train/HI/HI_312.txt	ua-rw
train/HI/HI_313.txt	ua-rw
train/HI/HI_314.txt	ua-rw
train/HI/HI_315.txt	ua-rw
train/HI/HI_316.txt	ua-rw
train/HI/HI_317.txt	ua-rw
train/HI/HI_319.txt	ua-rw
train/HI/HI_320.txt	ua-rw
train/HI/HI_323.txt	ua-rw
train/HI/HI_324.txt	ua-rw
train/HI/HI_325.txt	ua-rw
train/HI/HI_327.txt	ua-rw
train/HI/HI_329.txt	ua-rw
train/HI/HI_330.txt	ua-rw
train/HI/HI_331.txt	ua-rw
train/HI/HI_334.txt	ua-rw
train/HI/HI_336.txt	ua-rw
train/HI/HI_339.txt	ua-rw
train/HI/HI_340.txt	ua-rw
train/HI/HI_342.txt	ua-rw
train/HI/HI_351.txt	ua-rw
train/HI/HI_353.txt	ua-rw
train/HI/HI_356.txt	ua-rw
train/HI/HI_365.txt	ua-rw
train/HI/HI_376.txt	ua-rw
train/HI/HI_380.txt	ua-rw
train/HI/HI_391.txt	ua-rw
train/HI/HI_392.txt	ua-rw
train/HI/HI_394.txt	ua-rw
train/HI/HI_398.txt	ua-rw
train/HI/HI_399.txt	ua-rw
train/HI/HI_40.txt	ua-rw
train/HI/HI_42.txt	ua-rw
train/HI/HI_50.txt	ua-rw
train/HI/HI_58.txt	ua-rw
train/HI/HI_59.txt	ua-rw
train/HI/HI_68.txt	ua-rw
train/HI/HI_77.txt	ua-rw
train/HI/HI_78.txt	ua-rw
train/HI/HI_8.txt	ua-rw
train/HI/HI_84.txt	ua-rw
train/HI/HI_86.txt	ua-rw
train/HI/HI_87.txt	ua-rw
train/HI/HI_88.txt	ua-rw
train/HI/HI_9.txt	ua-rw
train/HI/HI_93.txt	ua-rw
